22,11:30 a 17:30,08:00,15:30,06:00,00:16,0000-00-00,0000-00-00
23,7 a 3,08:30,16:00,06:30,00:16,0000-00-00,0000-00-00
24,8:30 a 4:00,07:30,15:00,06:00,00:16,0000-00-00,0000-00-00
25,9 a 4,09:00,16:00,07:00,00:16,0000-00-00,0000-00-00
26,9:00 a 2:00,09:00,14:00,08:00,00:16,0000-00-00,0000-00-00
27,maternidad dulce,08:00,15:30,08:00,00:16,0000-00-00,0000-00-00
28,7:00 a 14:30,07:00,14:30,05:30,00:16,0000-00-00,0000-00-00
32,9:30 a 17:30,11:30,17:30,11:30,00:16,0000-00-00,0000-00-00
33,8:00 a 15:30,09:30,17:30,09:30,00:16,0000-00-00,0000-00-00
