7610244,19637,2023-06-01 06:41:11,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610245,173971,2023-06-01 06:41:16,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610246,19837,2023-06-01 07:14:12,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610247,16712,2023-06-01 07:44:48,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610248,52543,2023-06-01 07:50:03,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610249,23814,2023-06-01 07:52:24,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610250,13127,2023-06-01 07:55:00,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610251,154725,2023-06-01 07:57:39,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610252,148674,2023-06-01 08:00:23,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610253,15351,2023-06-01 08:00:41,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610254,17542,2023-06-01 08:02:07,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610255,14672,2023-06-01 08:07:10,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610256,91361,2023-06-01 08:07:31,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610257,16834,2023-06-01 08:10:40,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610258,161735,2023-06-01 08:10:47,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610259,271943,2023-06-01 08:11:03,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610260,142962,2023-06-01 08:15:18,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610261,16382,2023-06-01 08:15:21,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610262,19272,2023-06-01 08:15:25,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610263,13472,2023-06-01 08:16:09,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610264,209253,2023-06-01 08:17:31,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610265,11472,2023-06-01 08:24:49,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610266,15167,2023-06-01 08:27:51,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610267,38271,2023-06-01 08:31:30,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610268,83576,2023-06-01 08:31:34,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610269,17309,2023-06-01 08:32:09,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610270,14252,2023-06-01 08:32:15,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610271,52544,2023-06-01 08:34:34,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610272,378311,2023-06-01 08:36:48,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610273,17961,2023-06-01 08:37:51,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610274,12575,2023-06-01 08:39:51,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610291,15347,2023-06-01 08:40:00,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610275,186527,2023-06-01 08:40:03,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610276,15617,2023-06-01 08:40:13,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610277,16473,2023-06-01 08:40:32,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610278,12664,2023-06-01 08:40:38,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610292,13563,2023-06-01 08:41:00,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610279,216897,2023-06-01 08:44:25,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610280,12591,2023-06-01 08:44:29,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610281,18627,2023-06-01 08:45:04,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610282,16156,2023-06-01 08:48:08,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610283,5782,2023-06-01 08:48:28,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610284,11625,2023-06-01 08:48:51,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610285,10987,2023-06-01 08:50:44,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610286,16974,2023-06-01 08:54:44,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610287,19347,2023-06-01 08:54:49,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610288,145876,2023-06-01 09:02:27,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610289,17143,2023-06-01 09:24:15,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610290,13918,2023-06-01 09:37:12,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610293,13821,2023-06-01 09:45:04,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610294,15347,2023-06-01 14:04:33,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610295,19637,2023-06-01 14:30:29,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610296,173971,2023-06-01 15:00:07,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610297,161735,2023-06-01 15:30:03,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610298,209253,2023-06-01 15:30:06,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610299,19837,2023-06-01 15:30:10,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610300,16712,2023-06-01 15:30:18,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610301,52543,2023-06-01 15:31:31,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610302,13472,2023-06-01 15:31:33,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610303,16382,2023-06-01 15:31:54,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610304,11625,2023-06-01 15:33:17,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610305,142962,2023-06-01 15:33:42,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610306,154725,2023-06-01 15:34:50,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610307,13127,2023-06-01 15:36:01,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610308,271943,2023-06-01 15:37:40,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610309,16834,2023-06-01 15:37:48,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610310,15351,2023-06-01 15:45:20,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610311,17143,2023-06-01 15:53:33,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610312,16974,2023-06-01 15:57:54,,0000-00-00 00:00:00,0000-00-00 00:00:00
7610313,14252,2023-06-01 16:00:03,,0000-00-00 00:00:00,0000-00-00 00:00:00
