3439000,2,2016-08-22 08:15:57,0000-00-00,0000-00-00
3439003,2,2016-08-22 08:16:10,0000-00-00,0000-00-00
3439496,2,2016-08-31 15:57:50,0000-00-00,0000-00-00
3440009,2,2016-09-13 14:41:43,0000-00-00,0000-00-00
3440010,2,2016-09-13 14:41:47,0000-00-00,0000-00-00
3440562,2,2016-09-27 16:08:37,0000-00-00,0000-00-00
3441358,2,2016-10-14 16:05:35,0000-00-00,0000-00-00
3441362,2,2016-10-14 16:06:06,0000-00-00,0000-00-00
3441646,2,2016-10-21 08:43:13,0000-00-00,0000-00-00
3441797,2,2016-10-25 16:03:01,0000-00-00,0000-00-00
3441815,2,2016-10-26 08:02:26,0000-00-00,0000-00-00
3442099,2,2016-11-03 16:45:20,0000-00-00,0000-00-00
3442139,2,2016-11-04 14:55:16,0000-00-00,0000-00-00
3442143,2,2016-11-04 14:55:30,0000-00-00,0000-00-00
3442165,2,2016-11-07 08:33:29,0000-00-00,0000-00-00
3442356,2,2016-11-09 16:03:31,0000-00-00,0000-00-00
3442551,2,2016-11-14 16:07:31,0000-00-00,0000-00-00
3442992,2,2016-11-25 08:12:31,0000-00-00,0000-00-00
3442997,2,2016-11-25 08:12:43,0000-00-00,0000-00-00
3443280,2,2016-12-01 16:00:23,0000-00-00,0000-00-00
3443363,2,2016-12-02 16:35:30,0000-00-00,0000-00-00
3444397,2,2017-01-16 11:49:02,0000-00-00,0000-00-00
3444532,2,2017-01-18 11:59:23,0000-00-00,0000-00-00
3444533,2,2017-01-18 11:59:26,0000-00-00,0000-00-00
3445296,2,2017-02-03 15:59:37,0000-00-00,0000-00-00
3446344,2,2017-03-01 16:04:03,0000-00-00,0000-00-00
3446347,2,2017-03-01 16:04:11,0000-00-00,0000-00-00
3446874,2,2017-03-14 16:01:08,0000-00-00,0000-00-00
3447299,2,2017-03-24 08:13:15,0000-00-00,0000-00-00
3567835,2,2017-04-19 16:06:33,0000-00-00,0000-00-00
3862802,1,2016-06-22 16:13:54,0000-00-00,0000-00-00
3863333,1,2016-07-06 14:21:19,0000-00-00,0000-00-00
3863928,1,2016-08-03 16:12:27,0000-00-00,0000-00-00
3864448,1,2016-08-17 08:12:02,0000-00-00,0000-00-00
3864449,1,2016-08-17 08:12:04,0000-00-00,0000-00-00
3864628,1,2016-08-22 08:15:55,0000-00-00,0000-00-00
3864631,1,2016-08-22 08:16:07,0000-00-00,0000-00-00
3864811,1,2016-08-24 16:19:08,0000-00-00,0000-00-00
3865124,1,2016-08-31 15:57:48,0000-00-00,0000-00-00
3865130,1,2016-08-31 15:58:25,0000-00-00,0000-00-00
3865568,1,2016-09-12 13:48:12,0000-00-00,0000-00-00
3865569,1,2016-09-12 13:49:02,0000-00-00,0000-00-00
3865642,1,2016-09-13 14:42:31,0000-00-00,0000-00-00
3865643,1,2016-09-13 14:42:59,0000-00-00,0000-00-00
3866187,1,2016-09-27 16:08:15,0000-00-00,0000-00-00
3866192,1,2016-09-27 16:08:39,0000-00-00,0000-00-00
3866195,1,2016-09-27 16:11:17,0000-00-00,0000-00-00
3866988,1,2016-10-14 16:05:37,0000-00-00,0000-00-00
3866992,1,2016-10-14 16:06:09,0000-00-00,0000-00-00
3867427,1,2016-10-25 16:03:06,0000-00-00,0000-00-00
3867443,1,2016-10-26 08:02:23,0000-00-00,0000-00-00
3867560,1,2016-10-31 08:12:28,0000-00-00,0000-00-00
3867645,1,2016-11-01 11:19:13,0000-00-00,0000-00-00
3867767,1,2016-11-04 14:55:13,0000-00-00,0000-00-00
3867771,1,2016-11-04 14:55:28,0000-00-00,0000-00-00
3867795,1,2016-11-07 08:33:34,0000-00-00,0000-00-00
3867984,1,2016-11-09 16:03:29,0000-00-00,0000-00-00
3868179,1,2016-11-14 16:07:29,0000-00-00,0000-00-00
3868620,1,2016-11-25 08:12:29,0000-00-00,0000-00-00
3868627,1,2016-11-25 08:12:45,0000-00-00,0000-00-00
3868910,1,2016-12-01 16:00:26,0000-00-00,0000-00-00
3868911,1,2016-12-01 16:00:31,0000-00-00,0000-00-00
3868991,1,2016-12-02 16:35:28,0000-00-00,0000-00-00
3870025,1,2017-01-16 11:48:59,0000-00-00,0000-00-00
3870159,1,2017-01-18 11:59:15,0000-00-00,0000-00-00
3870160,1,2017-01-18 11:59:20,0000-00-00,0000-00-00
3870926,1,2017-02-03 15:59:40,0000-00-00,0000-00-00
3871972,1,2017-03-01 16:04:01,0000-00-00,0000-00-00
3872927,1,2017-03-24 08:13:13,0000-00-00,0000-00-00
3873126,1,2017-03-29 08:11:05,0000-00-00,0000-00-00
3873535,1,2017-04-06 15:28:18,0000-00-00,0000-00-00
3873536,1,2017-04-06 15:28:22,0000-00-00,0000-00-00
3873537,1,2017-04-06 15:28:30,0000-00-00,0000-00-00
3873538,1,2017-04-06 15:28:34,0000-00-00,0000-00-00
3873781,1,2017-04-19 16:06:30,0000-00-00,0000-00-00
3873785,1,2017-04-19 16:06:40,0000-00-00,0000-00-00
4035623,1,2017-06-15 16:12:12,0000-00-00,0000-00-00
4035624,2,2017-06-15 16:12:14,0000-00-00,0000-00-00
4273390,1,2017-07-31 16:04:00,0000-00-00,0000-00-00
4572718,1,2017-08-23 08:08:31,0000-00-00,0000-00-00
5283870,1,2017-10-30 07:42:06,0000-00-00,0000-00-00
5532275,1,2017-11-17 10:09:28,0000-00-00,0000-00-00
5660388,1,2017-11-30 08:07:55,0000-00-00,0000-00-00
5880098,1,2017-12-20 16:04:37,0000-00-00,0000-00-00
5880099,1,2018-01-08 07:43:22,0000-00-00,0000-00-00
5884181,1,2018-01-23 08:02:27,0000-00-00,0000-00-00
5884182,2,2018-01-23 08:02:31,0000-00-00,0000-00-00
7290546,16712,2021-12-03 08:05:30,0000-00-00,0000-00-00
7290547,17542,2021-12-03 08:09:33,0000-00-00,0000-00-00
7290548,115782,2021-12-03 08:10:58,0000-00-00,0000-00-00
7290549,13472,2021-12-03 08:11:48,0000-00-00,0000-00-00
7290550,142962,2021-12-03 08:11:54,0000-00-00,0000-00-00
7290551,15351,2021-12-03 08:12:02,0000-00-00,0000-00-00
7290552,154725,2021-12-03 08:22:46,0000-00-00,0000-00-00
7290553,16473,2021-12-03 08:24:05,0000-00-00,0000-00-00
7290554,271943,2021-12-03 08:24:44,0000-00-00,0000-00-00
7290555,236827,2021-12-03 08:26:11,0000-00-00,0000-00-00
7290556,15167,2021-12-03 08:26:30,0000-00-00,0000-00-00
7290557,19671,2021-12-03 08:28:18,0000-00-00,0000-00-00
7290558,14252,2021-12-03 08:29:58,0000-00-00,0000-00-00
7290559,13821,2021-12-03 08:30:27,0000-00-00,0000-00-00
7290560,378311,2021-12-03 08:31:33,0000-00-00,0000-00-00
7290562,18627,2021-12-03 08:32:55,0000-00-00,0000-00-00
7290563,15617,2021-12-03 08:33:03,0000-00-00,0000-00-00
7290564,16871,2021-12-03 08:34:11,0000-00-00,0000-00-00
7290565,38271,2021-12-03 08:34:52,0000-00-00,0000-00-00
7290566,161735,2021-12-03 08:35:14,0000-00-00,0000-00-00
7290567,15284,2021-12-03 08:37:30,0000-00-00,0000-00-00
7290568,19272,2021-12-03 08:39:58,0000-00-00,0000-00-00
7290569,11472,2021-12-03 08:40:11,0000-00-00,0000-00-00
7290570,16382,2021-12-03 08:40:16,0000-00-00,0000-00-00
7290571,14672,2021-12-03 08:40:46,0000-00-00,0000-00-00
7290573,17961,2021-12-03 08:41:53,0000-00-00,0000-00-00
7290574,116845,2021-12-03 08:42:03,0000-00-00,0000-00-00
7290575,13563,2021-12-03 08:43:19,0000-00-00,0000-00-00
7290576,127857,2021-12-03 08:44:21,0000-00-00,0000-00-00
7290577,15347,2021-12-03 08:46:39,0000-00-00,0000-00-00
7580321,173971,2023-01-12 15:00:07,0000-00-00,0000-00-00
7580322,52543,2023-01-12 15:30:13,0000-00-00,0000-00-00
7290579,16241,2021-12-03 08:48:36,0000-00-00,0000-00-00
7290580,12591,2021-12-03 08:51:20,0000-00-00,0000-00-00
7290582,12575,2021-12-03 08:52:13,0000-00-00,0000-00-00
7290584,15347,2021-12-03 14:04:40,0000-00-00,0000-00-00
7290585,173971,2021-12-03 15:01:27,0000-00-00,0000-00-00
7290586,209253,2021-12-03 15:30:16,0000-00-00,0000-00-00
7290587,52543,2021-12-03 15:30:21,0000-00-00,0000-00-00
7290588,161735,2021-12-03 15:30:47,0000-00-00,0000-00-00
7290590,236827,2021-12-03 15:30:55,0000-00-00,0000-00-00
7290591,13472,2021-12-03 15:31:38,0000-00-00,0000-00-00
7290592,15351,2021-12-03 15:32:48,0000-00-00,0000-00-00
7290593,19272,2021-12-03 15:34:09,0000-00-00,0000-00-00
7290594,13127,2021-12-03 15:34:49,0000-00-00,0000-00-00
7290597,115782,2021-12-03 15:38:56,0000-00-00,0000-00-00
7290598,16834,2021-12-03 15:39:57,0000-00-00,0000-00-00
7290599,271943,2021-12-03 15:47:45,0000-00-00,0000-00-00
7290600,142962,2021-12-03 15:49:57,0000-00-00,0000-00-00
7290602,378311,2021-12-03 16:00:08,0000-00-00,0000-00-00
7290603,16871,2021-12-03 16:00:18,0000-00-00,0000-00-00
7290604,116845,2021-12-03 16:01:07,0000-00-00,0000-00-00
7290605,13821,2021-12-03 16:01:46,0000-00-00,0000-00-00
7290608,15284,2021-12-03 16:02:22,0000-00-00,0000-00-00
7290609,15617,2021-12-03 16:02:30,0000-00-00,0000-00-00
7290610,16241,2021-12-03 16:02:37,0000-00-00,0000-00-00
7290611,15167,2021-12-03 16:02:41,0000-00-00,0000-00-00
7290612,12591,2021-12-03 16:03:09,0000-00-00,0000-00-00
7290613,14252,2021-12-03 16:04:02,0000-00-00,0000-00-00
7290614,145876,2021-12-03 16:04:25,0000-00-00,0000-00-00
7290615,18627,2021-12-03 16:04:32,0000-00-00,0000-00-00
7290616,16382,2021-12-03 16:04:39,0000-00-00,0000-00-00
7290617,14873,2021-12-03 16:04:43,0000-00-00,0000-00-00
7290618,11472,2021-12-03 16:04:52,0000-00-00,0000-00-00
7290619,14672,2021-12-03 16:05:17,0000-00-00,0000-00-00
7290620,13563,2021-12-03 16:05:33,0000-00-00,0000-00-00
7290621,17961,2021-12-03 16:05:44,0000-00-00,0000-00-00
7290622,16473,2021-12-03 16:07:36,0000-00-00,0000-00-00
7290623,12575,2021-12-03 16:08:02,0000-00-00,0000-00-00
7290624,12575,2021-12-03 16:11:01,0000-00-00,0000-00-00
7290625,148674,2021-12-03 16:14:20,0000-00-00,0000-00-00
7290626,17143,2021-12-03 16:16:07,0000-00-00,0000-00-00
7290627,17542,2021-12-03 16:20:40,0000-00-00,0000-00-00
7290628,11625,2021-12-03 16:21:58,0000-00-00,0000-00-00
7290630,19671,2021-12-03 16:28:45,0000-00-00,0000-00-00
7290631,38271,2021-12-03 16:28:49,0000-00-00,0000-00-00
7290632,23814,2021-12-03 16:31:03,0000-00-00,0000-00-00
7290633,148674,2021-12-03 16:32:42,0000-00-00,0000-00-00
7290634,154725,2021-12-03 16:35:32,0000-00-00,0000-00-00
7290635,18657,2021-12-03 16:36:01,0000-00-00,0000-00-00
7290636,127857,2021-12-03 16:36:04,0000-00-00,0000-00-00
7290638,173971,2021-12-06 07:13:49,0000-00-00,0000-00-00
7290639,19637,2021-12-06 07:13:56,0000-00-00,0000-00-00
7290640,148674,2021-12-06 07:38:31,0000-00-00,0000-00-00
7290642,13127,2021-12-06 07:48:06,0000-00-00,0000-00-00
7290644,52543,2021-12-06 07:50:41,0000-00-00,0000-00-00
7290645,17143,2021-12-06 07:51:57,0000-00-00,0000-00-00
7290646,16712,2021-12-06 07:53:48,0000-00-00,0000-00-00
7290647,15351,2021-12-06 07:58:24,0000-00-00,0000-00-00
7290648,11625,2021-12-06 08:01:46,0000-00-00,0000-00-00
7290649,16834,2021-12-06 08:05:52,0000-00-00,0000-00-00
7290650,17542,2021-12-06 08:08:05,0000-00-00,0000-00-00
7290651,115782,2021-12-06 08:10:13,0000-00-00,0000-00-00
7290652,271943,2021-12-06 08:10:47,0000-00-00,0000-00-00
7290653,13472,2021-12-06 08:11:43,0000-00-00,0000-00-00
7290654,142962,2021-12-06 08:13:03,0000-00-00,0000-00-00
7290655,14873,2021-12-06 08:14:00,0000-00-00,0000-00-00
7290657,161735,2021-12-06 08:20:09,0000-00-00,0000-00-00
7290659,15167,2021-12-06 08:23:55,0000-00-00,0000-00-00
7290660,236827,2021-12-06 08:27:53,0000-00-00,0000-00-00
7290661,13821,2021-12-06 08:28:18,0000-00-00,0000-00-00
7290662,15284,2021-12-06 08:28:27,0000-00-00,0000-00-00
7290663,209253,2021-12-06 08:29:11,0000-00-00,0000-00-00
7580323,161735,2023-01-12 15:30:17,0000-00-00,0000-00-00
7580324,209253,2023-01-12 15:30:20,0000-00-00,0000-00-00
7580325,154725,2023-01-12 15:30:25,0000-00-00,0000-00-00
7580326,11625,2023-01-12 15:31:32,0000-00-00,0000-00-00
7580327,19272,2023-01-12 15:32:06,0000-00-00,0000-00-00
7580328,13472,2023-01-12 15:32:30,0000-00-00,0000-00-00
7580329,19347,2023-01-12 15:32:34,0000-00-00,0000-00-00
7580330,19837,2023-01-12 15:32:53,0000-00-00,0000-00-00
7580331,271943,2023-01-12 15:34:34,0000-00-00,0000-00-00
7580332,13127,2023-01-12 15:36:52,0000-00-00,0000-00-00
7580333,14873,2023-01-12 15:43:29,0000-00-00,0000-00-00
7580334,142962,2023-01-12 15:51:20,0000-00-00,0000-00-00
7580335,18657,2023-01-12 15:59:21,0000-00-00,0000-00-00
7580336,16871,2023-01-12 16:00:56,0000-00-00,0000-00-00
7290664,18627,2021-12-06 08:29:55,0000-00-00,0000-00-00
7290665,378311,2021-12-06 08:30:00,0000-00-00,0000-00-00
7290667,11472,2021-12-06 08:31:35,0000-00-00,0000-00-00
7290668,14252,2021-12-06 08:31:38,0000-00-00,0000-00-00
7290669,15617,2021-12-06 08:33:15,0000-00-00,0000-00-00
7290670,38271,2021-12-06 08:33:32,0000-00-00,0000-00-00
7290671,19272,2021-12-06 08:35:07,0000-00-00,0000-00-00
7290672,16382,2021-12-06 08:36:14,0000-00-00,0000-00-00
7290673,14672,2021-12-06 08:37:52,0000-00-00,0000-00-00
7290674,13563,2021-12-06 08:39:47,0000-00-00,0000-00-00
7290675,154725,2021-12-06 08:39:58,0000-00-00,0000-00-00
7290676,16473,2021-12-06 08:41:04,0000-00-00,0000-00-00
7290677,127857,2021-12-06 08:41:18,0000-00-00,0000-00-00
7290678,23814,2021-12-06 08:43:07,0000-00-00,0000-00-00
7290679,116845,2021-12-06 08:43:32,0000-00-00,0000-00-00
7290682,17961,2021-12-06 08:44:47,0000-00-00,0000-00-00
7290683,19671,2021-12-06 08:44:51,0000-00-00,0000-00-00
7290684,15347,2021-12-06 08:44:57,0000-00-00,0000-00-00
7290685,19347,2021-12-06 08:45:49,0000-00-00,0000-00-00
7290686,16241,2021-12-06 08:53:31,0000-00-00,0000-00-00
7290687,12591,2021-12-06 09:16:53,0000-00-00,0000-00-00
7290688,15347,2021-12-06 14:04:47,0000-00-00,0000-00-00
7290689,173971,2021-12-06 15:00:03,0000-00-00,0000-00-00
7290690,19272,2021-12-06 15:01:46,0000-00-00,0000-00-00
7290691,19637,2021-12-06 15:04:07,0000-00-00,0000-00-00
7290692,13472,2021-12-06 15:32:49,0000-00-00,0000-00-00
7290693,115782,2021-12-06 15:32:53,0000-00-00,0000-00-00
7290695,15351,2021-12-06 15:35:23,0000-00-00,0000-00-00
7290697,13127,2021-12-06 15:42:58,0000-00-00,0000-00-00
7290698,14873,2021-12-06 15:44:48,0000-00-00,0000-00-00
7290699,16712,2021-12-06 15:51:11,0000-00-00,0000-00-00
7290701,142962,2021-12-06 15:52:16,0000-00-00,0000-00-00
7290702,209253,2021-12-06 15:53:40,0000-00-00,0000-00-00
7290703,161735,2021-12-06 15:54:21,0000-00-00,0000-00-00
7290704,52543,2021-12-06 15:54:25,0000-00-00,0000-00-00
7290705,271943,2021-12-06 15:54:56,0000-00-00,0000-00-00
7290706,154725,2021-12-06 15:56:10,0000-00-00,0000-00-00
7290707,378311,2021-12-06 16:00:07,0000-00-00,0000-00-00
7290708,15617,2021-12-06 16:00:17,0000-00-00,0000-00-00
7290709,15167,2021-12-06 16:00:24,0000-00-00,0000-00-00
7290711,116845,2021-12-06 16:01:03,0000-00-00,0000-00-00
7290712,13821,2021-12-06 16:02:07,0000-00-00,0000-00-00
7290713,11625,2021-12-06 16:07:04,0000-00-00,0000-00-00
7290714,14252,2021-12-06 16:07:09,0000-00-00,0000-00-00
7290716,127857,2021-12-06 16:08:30,0000-00-00,0000-00-00
7290717,16241,2021-12-06 16:08:54,0000-00-00,0000-00-00
7290719,19347,2021-12-06 16:11:13,0000-00-00,0000-00-00
7290720,18657,2021-12-06 16:11:30,0000-00-00,0000-00-00
7290722,17961,2021-12-06 16:11:53,0000-00-00,0000-00-00
7290723,11472,2021-12-06 16:15:09,0000-00-00,0000-00-00
7290724,14672,2021-12-06 16:15:27,0000-00-00,0000-00-00
7290725,148674,2021-12-06 16:15:47,0000-00-00,0000-00-00
7290726,15284,2021-12-06 16:16:32,0000-00-00,0000-00-00
7290727,19671,2021-12-06 16:16:37,0000-00-00,0000-00-00
7290728,145876,2021-12-06 16:17:36,0000-00-00,0000-00-00
7290729,12591,2021-12-06 16:17:43,0000-00-00,0000-00-00
7290730,16382,2021-12-06 16:17:57,0000-00-00,0000-00-00
7290731,17542,2021-12-06 16:17:59,0000-00-00,0000-00-00
7290732,18627,2021-12-06 16:18:04,0000-00-00,0000-00-00
7290733,13563,2021-12-06 16:18:37,0000-00-00,0000-00-00
7290734,16834,2021-12-06 16:19:18,0000-00-00,0000-00-00
7290735,19671,2021-12-06 16:19:56,0000-00-00,0000-00-00
7290736,23814,2021-12-06 16:19:59,0000-00-00,0000-00-00
7290737,38271,2021-12-06 16:20:01,0000-00-00,0000-00-00
7290738,16473,2021-12-06 16:27:17,0000-00-00,0000-00-00
7290739,17143,2021-12-06 16:27:22,0000-00-00,0000-00-00
7290740,19637,2021-12-07 07:08:57,0000-00-00,0000-00-00
7290741,173971,2021-12-07 07:11:28,0000-00-00,0000-00-00
7290742,148674,2021-12-07 07:32:20,0000-00-00,0000-00-00
7290743,17542,2021-12-07 07:44:46,0000-00-00,0000-00-00
7290745,14873,2021-12-07 07:51:15,0000-00-00,0000-00-00
7290746,15351,2021-12-07 07:51:37,0000-00-00,0000-00-00
7290747,52543,2021-12-07 07:52:46,0000-00-00,0000-00-00
7290749,13127,2021-12-07 07:53:20,0000-00-00,0000-00-00
7580337,378311,2023-01-12 16:01:01,0000-00-00,0000-00-00
7580338,14252,2023-01-12 16:01:13,0000-00-00,0000-00-00
7580339,148674,2023-01-12 16:01:56,0000-00-00,0000-00-00
7580340,16382,2023-01-12 16:02:00,0000-00-00,0000-00-00
7580341,17542,2023-01-12 16:02:06,0000-00-00,0000-00-00
7580342,15617,2023-01-12 16:02:12,0000-00-00,0000-00-00
7580343,15167,2023-01-12 16:02:19,0000-00-00,0000-00-00
7580344,83576,2023-01-12 16:02:24,0000-00-00,0000-00-00
7580345,16974,2023-01-12 16:02:29,0000-00-00,0000-00-00
7580346,14672,2023-01-12 16:02:45,0000-00-00,0000-00-00
7580347,17309,2023-01-12 16:02:49,0000-00-00,0000-00-00
7290750,161735,2021-12-07 07:54:15,0000-00-00,0000-00-00
7290751,14252,2021-12-07 08:03:02,0000-00-00,0000-00-00
7290752,11625,2021-12-07 08:03:05,0000-00-00,0000-00-00
7290753,16712,2021-12-07 08:04:32,0000-00-00,0000-00-00
7290754,17143,2021-12-07 08:04:53,0000-00-00,0000-00-00
7290755,16834,2021-12-07 08:06:55,0000-00-00,0000-00-00
7290757,115782,2021-12-07 08:12:30,0000-00-00,0000-00-00
7290758,271943,2021-12-07 08:13:20,0000-00-00,0000-00-00
7290759,13472,2021-12-07 08:13:40,0000-00-00,0000-00-00
7290760,154725,2021-12-07 08:14:57,0000-00-00,0000-00-00
7290761,142962,2021-12-07 08:15:03,0000-00-00,0000-00-00
7290762,23814,2021-12-07 08:20:50,0000-00-00,0000-00-00
7290763,15167,2021-12-07 08:24:11,0000-00-00,0000-00-00
7290764,378311,2021-12-07 08:25:19,0000-00-00,0000-00-00
7290765,13821,2021-12-07 08:28:16,0000-00-00,0000-00-00
7290766,16473,2021-12-07 08:29:08,0000-00-00,0000-00-00
7290767,16871,2021-12-07 08:32:00,0000-00-00,0000-00-00
7290768,15617,2021-12-07 08:32:49,0000-00-00,0000-00-00
7290769,13563,2021-12-07 08:34:59,0000-00-00,0000-00-00
7290770,18627,2021-12-07 08:35:50,0000-00-00,0000-00-00
7290771,15284,2021-12-07 08:36:02,0000-00-00,0000-00-00
7290772,19272,2021-12-07 08:38:23,0000-00-00,0000-00-00
7290773,38271,2021-12-07 08:38:27,0000-00-00,0000-00-00
7290774,17961,2021-12-07 08:39:42,0000-00-00,0000-00-00
7290775,19671,2021-12-07 08:39:46,0000-00-00,0000-00-00
7290777,12591,2021-12-07 08:41:02,0000-00-00,0000-00-00
7290778,16382,2021-12-07 08:42:17,0000-00-00,0000-00-00
7290779,11472,2021-12-07 08:42:22,0000-00-00,0000-00-00
7290780,127857,2021-12-07 08:42:26,0000-00-00,0000-00-00
7290784,14672,2021-12-07 08:45:08,0000-00-00,0000-00-00
7290785,116845,2021-12-07 08:45:48,0000-00-00,0000-00-00
7290786,15347,2021-12-07 08:48:57,0000-00-00,0000-00-00
7290788,209253,2021-12-07 08:54:14,0000-00-00,0000-00-00
7290790,15347,2021-12-07 14:11:08,0000-00-00,0000-00-00
7290791,173971,2021-12-07 15:00:28,0000-00-00,0000-00-00
7290792,13472,2021-12-07 15:31:31,0000-00-00,0000-00-00
7290793,161735,2021-12-07 15:32:51,0000-00-00,0000-00-00
7290794,209253,2021-12-07 15:33:40,0000-00-00,0000-00-00
7290795,209253,2021-12-07 15:35:01,0000-00-00,0000-00-00
7290796,52543,2021-12-07 15:35:17,0000-00-00,0000-00-00
7290798,271943,2021-12-07 15:36:43,0000-00-00,0000-00-00
7290799,13127,2021-12-07 15:37:38,0000-00-00,0000-00-00
7290800,15351,2021-12-07 15:37:43,0000-00-00,0000-00-00
7290801,16834,2021-12-07 15:40:12,0000-00-00,0000-00-00
7290804,14873,2021-12-07 15:50:07,0000-00-00,0000-00-00
7290805,154725,2021-12-07 15:52:36,0000-00-00,0000-00-00
7290806,13821,2021-12-07 16:01:02,0000-00-00,0000-00-00
7290807,116845,2021-12-07 16:02:33,0000-00-00,0000-00-00
7290808,11625,2021-12-07 16:02:37,0000-00-00,0000-00-00
7290809,148674,2021-12-07 16:02:44,0000-00-00,0000-00-00
7290810,16871,2021-12-07 16:03:03,0000-00-00,0000-00-00
7290811,378311,2021-12-07 16:03:10,0000-00-00,0000-00-00
7290815,15284,2021-12-07 16:04:32,0000-00-00,0000-00-00
7290816,12591,2021-12-07 16:04:44,0000-00-00,0000-00-00
7290817,145876,2021-12-07 16:05:01,0000-00-00,0000-00-00
7290818,13563,2021-12-07 16:09:22,0000-00-00,0000-00-00
7290820,15167,2021-12-07 16:11:34,0000-00-00,0000-00-00
7290821,15617,2021-12-07 16:11:41,0000-00-00,0000-00-00
7290822,18627,2021-12-07 16:11:50,0000-00-00,0000-00-00
7290823,18627,2021-12-07 16:11:59,0000-00-00,0000-00-00
7290824,14252,2021-12-07 16:12:57,0000-00-00,0000-00-00
7290825,17961,2021-12-07 16:14:18,0000-00-00,0000-00-00
7290826,18657,2021-12-07 16:17:53,0000-00-00,0000-00-00
